"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"348","동물운송업","02_03_12_P","5010000","501000005020210001","20211101","","01","영업/정상","0000","정상","","","","","","0","","전라남도 신안군 자은면 고장리 산 ***-**","전라남도 신안군 자은면 외기길 ***-**","58829","강돌이네집","20220428181155","I","2022-07-02 17:34:28.0","","110365.884325061","155722.511287436","동물운송업","동물운송업","000","0",
"349","동물운송업","02_03_12_P","5530000","553000005020190023","20190403","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 송동 ***-*** 동탄*신도시 하우스디 더 레이크","경기도 화성시 동탄대로*길 **, ****동 ****층 (송동, 동탄*신도시 하우스디 더 레이크)","18488","동탄펫택시","20220428180929","I","2022-07-02 17:34:28.0","","209178.279633162","408010.160806959","동물운송업","동물운송업","000","0",
"350","동물운송업","02_03_12_P","5530000","553000005020190054","20190916","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 봉담읍 분천리 ***-*","경기도 화성시 봉담읍 최루백로 ***","18329","펫 드라이브","20220428180929","I","2022-07-02 17:34:28.0","","196770.415493777","411176.804168799","동물운송업","동물운송업","000","0",
"351","동물운송업","02_03_12_P","5530000","553000005020190055","20190916","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 병점동 *** 안화동마을주공*단지","경기도 화성시 병점*로 ***, ***동 ****호 (병점동, 안화동마을주공*단지)","18407","펫 드라이브 2","20220428180929","I","2022-07-02 17:34:28.0","","204356.420580969","412282.286713142","동물운송업","동물운송업","000","0",
"352","동물운송업","02_03_12_P","5530000","553000005020190085","20191231","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 팔탄면 덕천리 ***-*","경기도 화성시 팔탄면 온천로 ***","18577","애견카페 예뜰","20220428180929","I","2022-07-02 17:34:28.0","","188537.131083499","404810.124404405","동물운송업","동물운송업","000","0",
"353","동물운송업","02_03_12_P","5530000","553000005020200006","20200123","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 오산동 ****","경기도 화성시 동탄대로 ***, 라스플로레스 D동 ***호 (오산동)","18478","고양이호텔코자냥","20220428180930","I","2022-07-02 17:34:28.0","","208624.936086903","411151.948385108","동물운송업","동물운송업","000","0",
"354","동물운송업","02_03_12_P","5530000","553000005020200026","20200316","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 장지동 ****-*","경기도 화성시 동탄장지천*길 **, *층 (장지동)","18508","반려동물 이동서비스","20220428180930","I","2022-07-02 17:34:28.0","","209500.602982047","406269.551911057","동물운송업","동물운송업","000","0",
"355","동물운송업","02_03_12_P","5530000","553000005020200029","20200406","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 향남읍 상신리 ***","경기도 화성시 향남읍 서봉로**번길 **","18614","슈룹독","20220428180930","I","2022-07-02 17:34:28.0","","192080.604152644","399728.44963474","동물운송업","동물운송업","000","0",
"356","동물운송업","02_03_12_P","5530000","553000005020210003","20210106","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 팔탄면 해창리 ***-*","경기도 화성시 팔탄면 *.*만세로 ***","18578","도담반려견전문학교","20220428180931","I","2022-07-02 17:34:28.0","","188498.076215878","400755.384223142","동물운송업","동물운송업","000","0",
"357","동물운송업","02_03_12_P","5530000","553000005020210007","20210111","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 향남읍 발안리 **-* ***호","경기도 화성시 향남읍 발안남로 **, ***호","18594","아리댕댕 애견카페","20220801110019","U","2022-08-03 02:40:00.0","","191304.326677161","403306.340016508","동물운송업","동물운송업","000","0",
"358","동물운송업","02_03_12_P","5530000","553000005020210019","20210210","","01","영업/정상","0000","정상","","","","","070-8258-1531","0","","경기도 화성시 봉담읍 왕림리 ***-** ***호","경기도 화성시 봉담읍 왕림*길 **-*, D동 ***호","18332","플레이어","20220428180931","I","2022-07-02 17:34:28.0","","194242.483462809","410103.976408976","동물운송업","동물운송업","000","0",
"359","동물운송업","02_03_12_P","5530000","553000005020210024","20210315","","01","영업/정상","0000","정상","","","","","070-7207-6344","0","","경기도 화성시 향남읍 길성리 **","경기도 화성시 향남읍 발안로 ***-**, *층","18624","블루플래닛","20220428180931","I","2022-07-02 17:34:28.0","","197964.00449787","402171.989310479","동물운송업","동물운송업","000","0",
"360","동물운송업","02_03_12_P","5530000","553000005020210040","20210429","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 송산면 삼존리 ***-*","경기도 화성시 송산면 삼존서길**번길 **-**","18549","덕스궁","20220428180931","I","2022-07-02 17:34:28.0","","178152.977693139","413047.262452893","동물운송업","동물운송업","000","0",
"361","동물운송업","02_03_12_P","5530000","553000005020210065","20210714","","01","영업/정상","0000","정상","","","","","031-377-5937","0","","경기도 화성시 영천동 ***-*","경기도 화성시 동탄대로 ***, 서강프라자 *층 (영천동)","18471","도그스마일","20220428180932","I","2022-07-02 17:34:28.0","","208656.76034828","411635.791813438","동물운송업","동물운송업","000","0",
"362","동물운송업","02_03_12_P","5530000","553000005020210073","20210812","","01","영업/정상","0000","정상","","","","","031-8036-2277","0","","경기도 화성시 오산동 ***-***","경기도 화성시 동탄역로 ***, 롯데백화점 동탄점 (오산동)","18478","위드랜드","20220428180932","I","2022-07-02 17:34:28.0","","208569.642431686","410949.263462028","동물운송업","동물운송업","L00","0",
"363","동물운송업","02_03_12_P","3560000","356000005020220029","20220726","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 서구 경서동 ***-** 베스트프랜디","인천광역시 서구 경서로 **, ***동 ***호 (경서동, 베스트프랜디)","22692","pet146머8979","20220726153800","I","2022-07-28 00:22:29.0","","169305.097589963","450644.860949519","동물운송업","동물운송업","000","0",
"364","동물운송업","02_03_12_P","4670000","467000005020180001","20180515","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 산북동 **** 한나컴퓨터","전라북도 군산시 칠성안*길 **-*, 한나컴퓨터 (산북동)","54161","군산펫택시뚱이네콜","20220428181145","I","2022-07-02 17:34:28.0","","170569.023582094","273294.843214937","동물운송업","동물운송업","000","0",
"365","동물운송업","02_03_12_P","4670000","467000005020180027","20181127","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 나운동 *** 삼성아파트","전라북도 군산시 나운*길 *, ***동 ****호 (나운동, 삼성아파트)","54139","세이프애니펫","20220428181146","I","2022-07-02 17:34:28.0","","172941.778676242","273929.227749295","동물운송업","동물운송업","000","0",
"366","동물운송업","02_03_12_P","4670000","467000005020210006","20210709","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 나운동 ***-*","전라북도 군산시 백토로 ***, *층 (나운동)","54140","미쁘다","20221202091421","U","2022-12-04 02:40:00.0","","173365.064745444","273817.53006001","동물운송업","동물운송업","000","0",
"367","동물운송업","02_03_12_P","4670000","467000005020210008","20210803","","01","영업/정상","0000","정상","","","","","0634681333","0","","전라북도 군산시 신영동 6-1","전라북도 군산시 구시장로 70, 더하임빌딩 501호 (신영동)","54027","(유)반달","20221216093958","U","2022-12-18 02:40:00.0","","174618.536164949","276258.705666868","동물운송업","동물운송업","000","0",
"368","동물운송업","02_03_12_P","4670000","467000005020210009","20210908","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 나운동 ***-** 사운드뱅크","전라북도 군산시 공단대로 ***(나운동)","54129","멍멍스쿨","20220428181147","I","2022-07-02 17:34:28.0","","171910.753293563","273886.388521287","동물운송업","동물운송업","000","0",
"369","동물운송업","02_03_12_P","4670000","467000005020220006","20220421","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 옥산면 쌍봉리 ***-**","전라북도 군산시 옥산면 신기길 **","54174","무지개파크","20220428181147","I","2022-07-02 17:34:28.0","","175341.543362773","272735.298674791","동물운송업","동물운송업","L00","0",
"370","동물운송업","02_03_12_P","4670000","467000005020220007","20220601","","01","영업/정상","0000","정상","","","","","","0","","전라북도 군산시 산북동 ****-** *층","전라북도 군산시 칠성*길 ***, *층 (산북동)","54162","멍냥 펫택시","20220601155552","I","2022-07-02 17:34:28.0","","170816.480169691","274254.395671289","동물운송업","동물운송업","000","0",
"371","동물운송업","02_03_12_P","4820000","482000005020180013","20180820","","01","영업/정상","0000","정상","","","","","726-0451","0","","전라남도 순천시 해룡면 신대리 ***-**","전라남도 순천시 해룡면 선창길 **, *층","58020","독앤트리","20220428181100","I","2022-07-02 17:34:28.0","","251905.059333333","159497.250666666","동물운송업","동물운송업","000","0",
"372","동물운송업","02_03_12_P","4820000","482000005020180015","20180820","","01","영업/정상","0000","정상","","","","20211206","","0","","전라남도 순천시 가곡동 ***-*","전라남도 순천시 가곡*길 ** (가곡동)","57923","주식회사 개밥컴퍼니","20220428181100","I","2022-07-02 17:34:28.0","","243966.888137824","164613.96995528","동물운송업","동물운송업","L00","0",
"373","동물운송업","02_03_12_P","5050000","505000005020190004","20190718","","01","영업/정상","0000","정상","","","","","","0","","경상북도 경주시 강동면 단구리 ****","경상북도 경주시 강동면 새마을로 ****","38003","네모강아지","20220428180952","I","2022-07-02 17:34:28.0","","402135.112941629","286377.653784248","동물운송업","동물운송업","000","0",
"374","동물운송업","02_03_12_P","5380000","538000005020200019","20201230","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 물금읍 범어리 ****-* 신창비바패밀리","경상남도 양산시 물금읍 신주로 **, ***동 ***호 (신창비바패밀리)","50606","486펫콜","20220428180946","I","2022-07-02 17:34:28.0","","383508.572511095","205531.811588904","동물운송업","동물운송업","000","0",
"375","동물운송업","02_03_12_P","5380000","538000005020210009","20210316","","01","영업/정상","0000","정상","","","","","010-9143-5262","0","","경상남도 양산시 동면 금산리 1414-6","경상남도 양산시 동면 금오7길 33-16","50639","올리스 펫 타운(298조9974)","20221227170233","U","2022-12-29 02:40:00.0","","383881.481543098","203383.159445189","동물운송업","동물운송업","000","0",
"376","동물운송업","02_03_12_P","5380000","538000005020210017","20210528","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 남부동 ***-* 양산신도시 벽산블루밍아파트","경상남도 양산시 양주로 **, ***동 ****호 (남부동, 양산신도시 벽산블루밍아파트)","50630","픽펫(차량번호 36버 0843)","20220428180946","I","2022-07-02 17:34:28.0","","384292.25931756","205635.776025999","동물운송업","동물운송업","000","0",
"377","동물운송업","02_03_12_P","5380000","538000005020210020","20210721","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 동면 금산리 ****-**","경상남도 양산시 동면 금오*길 *-**, 차량번호: **도****","50639","햄찌놀찌","20220428180946","I","2022-07-02 17:34:28.0","","383955.75666934","203335.55153827","동물운송업","동물운송업","000","0",
"378","동물운송업","02_03_12_P","5380000","538000005020210022","20211122","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 중부동 ***-**","경상남도 양산시 양주*길 *-**(중부동)","50620","옐로우박스162로7618","20220428180946","I","2022-07-02 17:34:28.0","","384369.076268182","206393.88056767","동물운송업","동물운송업","000","0",
"379","동물운송업","02_03_12_P","5380000","538000005020210023","20211122","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 중부동 ***-** 카페테리아비잔틴","경상남도 양산시 양주*길 **, 카페테리아비잔틴 (중부동)","50620","옐로우박스38서3887","20220428180946","I","2022-07-02 17:34:28.0","","384336.299418201","206451.082430118","동물운송업","동물운송업","000","0",
"380","동물운송업","02_03_12_P","5380000","538000005020210024","20211122","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 동면 금산리 ****-**","경상남도 양산시 동면 금오*길 **-*","50639","옐로우박스261거8029","20220428180946","I","2022-07-02 17:34:28.0","","384226.279503782","203215.795967726","동물운송업","동물운송업","000","0",
"381","동물운송업","02_03_12_P","5380000","538000005020220003","20220328","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 물금읍 가촌리 ****-*","경상남도 양산시 물금읍 야리로 *, 스타빌딩 *층","50613","72조8943","20220428180946","I","2022-07-02 17:34:28.0","","381799.908514352","203956.282591486","동물운송업","동물운송업","L00","0",
"382","동물운송업","02_03_12_P","5530000","553000005020220018","20220316","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 능동 ****-**","경기도 화성시 여울로*길 **, *층 (능동)","18422","오랑개","20220428180933","I","2022-07-02 17:34:28.0","","204881.559510833","412692.980829139","동물운송업","동물운송업","000","0",
"383","동물운송업","02_03_12_P","5530000","553000005020220023","20220322","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 비봉면 구포리 ***-* 화성비봉LH*단지아파트","경기도 화성시 비봉면 새비봉동로 **, ***동 ****호 (화성비봉LH*단지아파트)","18283","pet311나2005","20220428180933","I","2022-07-02 17:34:28.0","","188905.475542823","415815.060182471","동물운송업","동물운송업","000","0",
"384","동물운송업","02_03_12_P","5530000","553000005020220033","20220404","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 봉담읍 상리 **-* 한신아파트","경기도 화성시 봉담읍 샘마을길 **(한신아파트)","18315","펫도우미","20220428180933","I","2022-07-02 17:34:28.0","","195457.048798845","412771.033202386","동물운송업","동물운송업","000","0",
"385","동물운송업","02_03_12_P","5530000","553000005020220034","20220408","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 진안동 *** 월드메르디앙*단지아파트","경기도 화성시 병점*로 **, ***동 ***호 (진안동, 월드메르디앙*단지아파트)","18391","pet181우9441","20220428180933","I","2022-07-02 17:34:28.0","","203059.524518674","412452.016911096","동물운송업","동물운송업","000","0",
"386","동물운송업","02_03_12_P","5530000","553000005020220035","20220411","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 장지동 *** 금호어울림레이크","경기도 화성시 동탄대로*길 **, ****동 ***호 (장지동, 금호어울림레이크)","18506","pet14무0245","20220602174109","U","2022-07-02 17:34:28.0","","209563.136460196","406787.925530302","동물운송업","동물운송업","000","0",
"387","동물운송업","02_03_12_P","5530000","553000005020220036","20220413","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 산척동 산 ***-** 센트럴써밋","경기도 화성시 동탄신리천로 ***, ****동 ***호 (산척동, 센트럴써밋)","18490","pet08러7867","20220428180933","I","2022-07-02 17:34:28.0","","210926.200311285","408191.510551242","동물운송업","동물운송업","000","0",
"388","동물운송업","02_03_12_P","5530000","553000005020220039","20220413","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 기안동 *** 신일해피트리","경기도 화성시 효행로***번길 **, ***동 ****호 (기안동, 신일해피트리)","18338","pet25루2434","20220428180933","I","2022-07-02 17:34:28.0","","197929.6684396","413500.406575387","동물운송업","동물운송업","000","0",
"389","동물운송업","02_03_12_P","5530000","553000005020220044","20220418","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 비봉면 구포리 ***-* 화성비봉LH*단지아파트","경기도 화성시 비봉면 새비봉동로 **, ***동 ****호 (화성비봉LH*단지아파트)","18283","pet42서7661","20220428180933","I","2022-07-02 17:34:28.0","","188959.864290766","415691.021822368","동물운송업","동물운송업","000","0",
"390","동물운송업","02_03_12_P","5530000","553000005020220046","20220419","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 진안동 *** 진안골마을주공아파트","경기도 화성시 병점*로 ***, ****동 ***호 (진안동, 진안골마을주공아파트)","18398","pet179다7577","20220428180933","I","2022-07-02 17:34:28.0","","203679.353728612","412687.962483936","동물운송업","동물운송업","000","0",
"391","동물운송업","02_03_12_P","5530000","553000005020220047","20220428","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 진안동 ***-*","경기도 화성시 병점중앙로***번길 *-*, ***호 (진안동)","18391","pet18부8098","20220428180933","I","2022-07-02 17:34:28.0","","203006.183737154","412637.926243234","동물운송업","동물운송업","000","0",
"392","동물운송업","02_03_12_P","5530000","553000005020220048","20220502","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 목동 산 **-* 엔에이치에프경남아너스빌","경기도 화성시 동탄순환대로**길 **, ****동 ****호 (목동, 엔에이치에프경남아너스빌)","18484","pet185가1893","20220502103211","I","2022-07-02 17:34:28.0","","211263.986968706","409386.934983156","동물운송업","동물운송업","000","0",
"393","동물운송업","02_03_12_P","5530000","553000005020220049","20220530","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 기산동 *** 에스케이뷰파크 *차","경기도 화성시 동탄지성로 ***-**, ***동 ****호 (기산동, 에스케이뷰파크 *차)","18394","pet366머5629","20220530104257","I","2022-07-02 17:34:28.0","","204194.63730408","413175.397119341","동물운송업","동물운송업","000","0",
"394","동물운송업","02_03_12_P","5530000","553000005020220050","20220602","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 목동 ***-** e편한세상 동탄","경기도 화성시 동탄순환대로**길 **, ****동 ****호 (목동, e편한세상 동탄)","18484","pet03러1043","20220602131853","I","2022-07-02 17:34:28.0","","211199.29170549","410026.239852993","동물운송업","동물운송업","000","0",
"395","동물운송업","02_03_12_P","5530000","553000005020220051","20220608","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 향남읍 상신리 ****-*","경기도 화성시 향남읍 상신하길로***번길 **-*, *층","18617","멍쓰뭉쓰","20220608090344","I","2022-07-02 17:34:28.0","","191077.450202708","400248.559730364","동물운송업","동물운송업","000","0",
"396","동물운송업","02_03_12_P","5530000","553000005020220052","20220623","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 봉담읍 수영리 ***-* 동남메리트아파트","경기도 화성시 봉담읍 삼천병마로 ****-**(동남메리트아파트)","18312","pet34소9472","20220623103301","I","2022-07-02 17:34:28.0","","195479.956308302","413448.300589321","동물운송업","동물운송업","000","0",
"397","동물운송업","02_03_12_P","3860000","386000005020220030","20220704","","01","영업/정상","0000","정상","","","","","","0","","경기도 부천시 약대동 ***-* 부천아이파크","경기도 부천시 평천로 ***, ***동 ***호 (약대동, 부천아이파크)","14512","pet57다6282","20220704153539","I","2022-07-06 00:22:29.0","","179213.239169714","445723.977002787","동물운송업","동물운송업","000","0",
"398","동물운송업","02_03_12_P","3040000","304000005020220012","20220704","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 광진구 중곡동 ***-** ***호","서울특별시 광진구 긴고랑로**길 **-*, ***호 (중곡동)","04909","펫택시","20220704110429","I","2022-07-06 00:22:29.0","","207165.673031428","451256.059209412","동물운송업","동물운송업","000","0",
"399","동물운송업","02_03_12_P","3080000","308000005020220006","20220706","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 강북구 미아동 **-** 엘리스","서울특별시 강북구 오패산로**길 **, 엘리스 (미아동)","01233","pet123우4709","20220706100428","I","2022-07-08 00:22:30.0","","202959.075685392","457008.759605817","동물운송업","동물운송업","000","0",
"400","동물운송업","02_03_12_P","5380000","538000005020220004","20220706","","01","영업/정상","0000","정상","","","","","","0","","경상남도 양산시 동면 금산리 ****-*","경상남도 양산시 동면 금오*길 **-**","50639","애니벨류 애니멀 엠블런스(38수1521)","20220706093256","I","2022-07-08 00:22:30.0","","383881.481543098","203383.159445189","동물운송업","동물운송업","000","0",
"401","동물운송업","02_03_12_P","5050000","505000005020210009","20211014","","01","영업/정상","0000","정상","","","","","","0","","경상북도 경주시 성건동 ***-**","경상북도 경주시 화랑로 **(성건동)","38156","야옹아 놀자","20220428180953","I","2022-07-02 17:34:28.0","","398969.056005377","262728.441140303","동물운송업","동물운송업","000","0",
"402","동물운송업","02_03_12_P","5050000","505000005020210010","20211018","","01","영업/정상","0000","정상","","","","","","","","경상북도 경주시 성건동 ***-*","경상북도 경주시 화랑로**번길 *(성건동)","38156","야옹아 놀자","20220428180953","I","2022-07-02 17:34:28.0","","398973.146970263","262666.195566006","동물운송업","동물운송업","000","0",
"403","동물운송업","02_03_12_P","5050000","505000005020220002","20220217","","01","영업/정상","0000","정상","","","","","","0","","경상북도 경주시 내남면 월산리 ****-*","경상북도 경주시 내남면 반구대로 ****-*","38196","케이원애견훈련소","20220428180953","I","2022-07-02 17:34:28.0","","399373.635697158","249500.444878572","동물운송업","동물운송업","000","0",
"404","동물운송업","02_03_12_P","5390000","539000005020190001","20190628","","01","영업/정상","0000","정상","","","","","","0","","경상남도 의령군 가례면 가례리 **-*","경상남도 의령군 가례면 가례로 **-**","52137","원-헬스","20220428180936","I","2022-07-02 17:34:28.0","","313620.603798795","203912.143044806","동물운송업","동물운송업","000","0",
"405","동물운송업","02_03_12_P","5680000","568000005020180021","20181220","","01","영업/정상","0000","정상","","","","","","0","","충청남도 당진시 수청동 ****","충청남도 당진시 남부로 *** (수청동)","31778","도그샵","20220428181341","I","2022-07-02 17:34:28.0","","168125.781547683","376072.243043323","동물운송업","동물운송업","000","0",
"406","동물운송업","02_03_12_P","5680000","568000005020220005","20220408","","01","영업/정상","0000","정상","","","","","","0","","충청남도 당진시 송산면 매곡리 ***-*","충청남도 당진시 송산면 송산로 ***","31716","댕버랜드 펫택시 2호","20220428181342","I","2022-07-02 17:34:28.0","","170577.334499797","380944.974731677","동물운송업","동물운송업","000","0",
"407","동물운송업","02_03_12_P","5680000","568000005020220006","20220408","","01","영업/정상","0000","정상","","","","","","0","","충청남도 당진시 송산면 매곡리 ***-*","충청남도 당진시 송산면 송산로 ***","31716","댕버랜드 펫택시 1호","20220428181342","I","2022-07-02 17:34:28.0","","170577.334499797","380944.974731677","동물운송업","동물운송업","000","0",
"408","동물운송업","02_03_12_P","3550000","355000005020220003","20220704","","01","영업/정상","0000","정상","","","","","","0","","인천광역시 계양구 작전동 ***-* 계양 우림카이저팰리스 ***동 ****호","인천광역시 계양구 아나지로 ***, ***동 ****호 (작전동, 계양 우림카이저팰리스)","21122","pet19무8734","20220704141219","I","2022-07-06 00:22:29.0","","175857.870524333","446963.151982403","동물운송업","동물운송업","000","0",
"409","동물운송업","02_03_12_P","3050000","305000005020220006","20220721","","01","영업/정상","0000","정상","","","","","","0","","서울특별시 동대문구 답십리동 **-** 퍼시픽하우스","서울특별시 동대문구 답십리로**길 **, ***호 (답십리동, 퍼시픽하우스)","02606","멍이요 58도 5164","20220721102500","I","2022-07-23 00:22:29.0","","205081.152997632","452192.603392257","동물운송업","동물운송업","000","0",
"410","동물운송업","02_03_12_P","4530000","453000005020200013","20201118","","01","영업/정상","0000","정상","","","","","","0","","충청남도 서산시 예천동 ***","충청남도 서산시 양열로 *** (예천동)","32006","스퀘어독스 서산점","20220428181209","I","2022-07-02 17:34:28.0","","150328.427756644","362433.270214769","동물운송업","동물운송업","000","0",
"411","동물운송업","02_03_12_P","4530000","453000005020210002","20210319","","01","영업/정상","0000","정상","","","","","","0","","충청남도 서산시 동문동 **-* 동문동 코아루아파트 ***동 ***호","충청남도 서산시 고운로 ***-**, ***동 ***호 (동문동, 동문동 코아루아파트)","31978","완두콩 펫택시","20220428181210","I","2022-07-02 17:34:28.0","","152190.021946128","365121.948334965","동물운송업","동물운송업","000","0",
"412","동물운송업","02_03_12_P","5130000","513000005020180051","20180827","","01","영업/정상","0000","정상","","","","","","0","","경상북도 경산시 사동 *** 경산사동사랑으로부영*차","경상북도 경산시 백자로**길 **, ***동 ***호 (사동, 경산사동사랑으로부영*차)","38604","펫시","20220428180948","I","2022-07-02 17:34:28.0","","358688.760061854","258157.229112353","동물운송업","동물운송업","000","0",
"413","동물운송업","02_03_12_P","5130000","513000005020190015","20190903","","01","영업/정상","0000","정상","","","","","0538181088","0","","경상북도 경산시 압량읍 부적리 ***","경상북도 경산시 압량읍 고분길 **, *층 ***호","38526","강아지와고양이","20220428180949","I","2022-07-02 17:34:28.0","","358771.560440511","261556.708827557","동물운송업","동물운송업","000","0",
"414","동물운송업","02_03_12_P","5590000","559000005020180034","20181004","","01","영업/정상","0000","정상","","","","","031-8290301","0","","경기도 양주시 백석읍 기산리 ***-*","경기도 양주시 백석읍 기산로 ***-*","11518","지니독","20220428180920","I","2022-07-02 17:34:28.0","","195019.628290711","474926.924127467","동물운송업","동물운송업","000","0",
"415","동물운송업","02_03_12_P","5590000","559000005020190001","20190201","","01","영업/정상","0000","정상","","","","","","0","","경기도 양주시 회정동 ***-* 정안빌라 ***동 ***호","경기도 양주시 평화로****번길 **, ***동 ***호 (회정동, 정안빌라)","11438","쿠망이네","20220428180920","I","2022-07-02 17:34:28.0","","204898.555452494","480822.76429756","동물운송업","동물운송업","000","0",
"416","동물운송업","02_03_12_P","5590000","559000005020200006","20200303","","01","영업/정상","0000","정상","","","","","","0","","경기도 양주시 덕계동 ***-** 명성아파트 *동 ***호","경기도 양주시 평화로****번길 **, *동 ***호 (덕계동, 명성아파트)","11445","개 친절 펫택시","20220428180921","I","2022-07-02 17:34:28.0","","203585.07219592","479092.56387232","동물운송업","동물운송업","000","0",
"417","동물운송업","02_03_12_P","5590000","559000005020220006","20220323","","01","영업/정상","0000","정상","","","","","","0","","경기도 양주시 삼숭동 ***-* 양주자이아파트","경기도 양주시 삼숭로**번길 ***, ***동 *층 *호 (삼숭동, 양주자이아파트)","11486","주누빠빠","20220428180923","I","2022-07-02 17:34:28.0","","209513.994748091","477432.676770878","동물운송업","동물운송업","000","0",
"418","동물운송업","02_03_12_P","4800000","480000005020190010","20190308","","01","영업/정상","0000","정상","","","","","","0","","전라남도 목포시 상동 *** 비파*차아파트 ***동 ****호","전라남도 목포시 백년대로***번길 *, ***동 **층 **호 (상동, 비파*차아파트)","58664","펫 어디가","20221027163928","U","2022-10-29 02:40:00.0","","147098.271244173","145462.935519511","동물운송업","동물운송업","000","0",
"419","동물운송업","02_03_12_P","4800000","480000005020200005","20200408","","01","영업/정상","0000","정상","","","","","","0","","전라남도 목포시 산정동 ****-*","전라남도 목포시 동명로**번길 ** (산정동)","58743","펫 어디가시개","20220428181130","I","2022-07-02 17:34:28.0","","144726.510918787","143495.54428159","동물운송업","동물운송업","000","0",
"420","동물운송업","02_03_12_P","4800000","480000005020200007","20200421","","01","영업/정상","0000","정상","","","","","","0","","전라남도 목포시 산정동 **** 동백아파트","전라남도 목포시 삼학로***번길 **, 상가동 *층 ***호 (산정동, 동백아파트)","58745","펫택시탈개","20220428181130","I","2022-07-02 17:34:28.0","","145383.404500865","143608.6380505","동물운송업","동물운송업","000","0",
"421","동물운송업","02_03_12_P","4800000","480000005020200013","20201111","","01","영업/정상","0000","정상","","","","","061-281-5140","0","","전라남도 목포시 석현동 ***-** 근화네오빌*차여유당아파트","전라남도 목포시 텃골로**번길 *, 근화네오빌*차여유당아파트 상가동 ***호 (석현동)","58615","개의꿈","20220428181130","I","2022-07-02 17:34:28.0","","146837.580418732","147228.622652691","동물운송업","동물운송업","000","0",
"422","동물운송업","02_03_12_P","4800000","480000005020210001","20210114","","01","영업/정상","0000","정상","","","","","","0","","전라남도 목포시 용해동 ***-**","전라남도 목포시 삼학로 *** (용해동)","58703","똥꼬발랄","20220428181131","I","2022-07-02 17:34:28.0","","145794.782661799","144713.505826654","동물운송업","동물운송업","000","0",
"423","동물운송업","02_03_12_P","4830000","483000005020210004","20210819","","01","영업/정상","0000","정상","","","","","","0","","전라남도 나주시 빛가람동 ***-* T.C.C복합타워 ***호","전라남도 나주시 상야*길 **-**, T.C.C복합타워 ***호 (빛가람동)","58217","도그비앤비","20220428181032","I","2022-07-02 17:34:28.0","","181036.536231515","169457.841399785","동물운송업","동물운송업","000","0",
