"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분명","상세업무구분명","권리주체일련번호","총직원수",
"1277","동물위탁관리업","02_03_10_P","5020000","502000004820180033","20181010","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 남구 오천읍 용덕리 ***-**","경상북도 포항시 남구 오천읍 해병로***번길 *","37908","오천수족관","20220426185025","I","2022-07-02 17:34:28.0","","417494.87352805","277216.834934284","동물위탁관리업","동물위탁관리업","000","0",
"1278","동물위탁관리업","02_03_10_P","5020000","502000004820180045","20181026","","01","영업/정상","0000","정상","","","","","0546140705","0","","경상북도 포항시 북구 학잠동 **-*","경상북도 포항시 북구 양학로 ** (학잠동)","37700","시그독","20220426185025","I","2022-07-02 17:34:28.0","","411846.903424371","283112.294678179","동물위탁관리업","동물위탁관리업","000","0",
"1279","동물위탁관리업","02_03_10_P","5020000","502000004820180047","20181026","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 남구 연일읍 생지리 ***","경상북도 포항시 남구 연일읍 연일로***번길 **","37843","모모애견샵","20220426185025","I","2022-07-02 17:34:28.0","","411402.629250961","279918.116056198","동물위탁관리업","동물위탁관리업","000","0",
"1280","동물위탁관리업","02_03_10_P","5020000","502000004820180051","20181226","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 북구 장성동 ****-*","경상북도 포항시 북구 환호로 **-* (장성동)","37603","마오네(1호점)","20220426185025","I","2022-07-02 17:34:28.0","","415238.033052521","288689.769892768","동물위탁관리업","동물위탁관리업","000","0",
"1281","동물위탁관리업","02_03_10_P","5020000","502000004820190001","20190114","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 남구 연일읍 학전리 ***-*","경상북도 포항시 남구 연일읍 자명로***번길 **","37654","태담이네 하우스","20220426185025","I","2022-07-02 17:34:28.0","","407099.7840885","283079.414668977","동물위탁관리업","동물위탁관리업","000","0",
"1282","동물위탁관리업","02_03_10_P","5020000","502000004820190005","20190320","","01","영업/정상","0000","정상","","","","","0542524152","0","","경상북도 포항시 북구 두호동 ****","경상북도 포항시 북구 용두산길 ** (두호동)","37611","예쁜강아지","20220426185026","I","2022-07-02 17:34:28.0","","414553.505753662","287545.015005734","동물위탁관리업","동물위탁관리업","000","0",
"1283","동물위탁관리업","02_03_10_P","5020000","502000004820190006","20190320","","01","영업/정상","0000","정상","","","","","054-252-9431","0","","경상북도 포항시 북구 양덕동 ***-* 양덕삼구트리니엔*차 ***동 ***호","경상북도 포항시 북구 장량중앙로 ***, 양덕삼구트리니엔*차 ***동 ***호 (양덕동)","37570","뽀숑그루밍","20220426185026","I","2022-07-02 17:34:28.0","","415696.245455463","290131.211386191","동물위탁관리업","동물위탁관리업","000","0",
"1284","동물위탁관리업","02_03_10_P","5020000","502000004820190007","20190329","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 북구 용흥동 ***-*","경상북도 포항시 북구 용당로 **-* (용흥동)","37707","개털깎는남자","20220426185026","I","2022-07-02 17:34:28.0","","412446.125562429","283742.534785567","동물위탁관리업","동물위탁관리업","000","0",
"1285","동물위탁관리업","02_03_10_P","5020000","502000004820190011","20190422","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 남구 오천읍 원리 ***","경상북도 포항시 남구 오천읍 냉천로***번길 **-*","37885","아토맘 수제간식","20220426185026","I","2022-07-02 17:34:28.0","","416919.554917471","276748.174632817","동물위탁관리업","동물위탁관리업","000","0",
"1286","동물위탁관리업","02_03_10_P","5020000","502000004820190013","20190521","","01","영업/정상","0000","정상","","","","","277-3887","0","","경상북도 포항시 북구 대흥동 ***-*","경상북도 포항시 북구 죽도로 * (대흥동)","37742","도그에이드","20220426185026","I","2022-07-02 17:34:28.0","","412780.576210391","284240.857498622","동물위탁관리업","동물위탁관리업","000","0",
"1287","동물위탁관리업","02_03_10_P","5020000","502000004820190017","20190614","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 북구 장성동 ****-** *층","경상북도 포항시 북구 새천년대로 ****, *층 (장성동)","37586","해피애견타운 강아지고양이&현살롱드펫(북구)","20220426185026","I","2022-07-02 17:34:28.0","","415190.493850439","288788.216664841","동물위탁관리업","동물위탁관리업","000","0",
"1288","동물위탁관리업","02_03_10_P","5020000","502000004820190018","20190614","","01","영업/정상","0000","정상","","","","","","0","","경상북도 포항시 남구 상도동 ***-** *층","경상북도 포항시 남구 중흥로 ***, *층 (상도동)","37767","해피애견타운 강아지고양이&현살롱드펫(남구)","20220426185027","I","2022-07-02 17:34:28.0","","412033.214969733","282031.774646281","동물위탁관리업","동물위탁관리업","000","0",
"1289","동물위탁관리업","02_03_10_P","5180000","518000004820180002","20180627","","01","영업/정상","0000","정상","","","","","","0","","경상북도 영덕군 영덕읍 덕곡리 ***-* 스마트타워 ***호","경상북도 영덕군 영덕읍 군청길 **, 스마트타워 ***호","36431","강아지 키우는 남자","20220428180955","I","2022-07-02 17:34:28.0","","412761.573658364","326269.978227467","동물위탁관리업","동물위탁관리업","000","0",
"1290","동물위탁관리업","02_03_10_P","5190000","519000004820210002","20210504","","01","영업/정상","0000","정상","","","","","","0","","경상북도 청도군 화양읍 고평리 *-*","경상북도 청도군 화양읍 오부실길 ***, *층","38325","리츠펫","20220428181003","I","2022-07-02 17:34:28.0","","355428.107199939","243636.162686923","동물위탁관리업","동물위탁관리업","000","0",
"1291","동물위탁관리업","02_03_10_P","5190000","519000004820210003","20210823","","01","영업/정상","0000","정상","","","","","","0","","경상북도 청도군 각북면 삼평리 *-*","경상북도 청도군 각북면 헐티로 ***-**","38303","(주)원더케어","20220428181003","I","2022-07-02 17:34:28.0","","344089.929879995","243981.968281049","동물위탁관리업","동물위탁관리업","L00","0",
"1292","동물위탁관리업","02_03_10_P","5350000","535000004820210013","20210521","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 부원동 ***-*","경상남도 김해시 김해대로 ****, *층 (부원동)","50924","라라퍼피","20220428180731","I","2022-07-02 17:34:28.0","","372264.027422667","193689.837460711","동물위탁관리업","동물위탁관리업","000","0",
"1293","동물위탁관리업","02_03_10_P","5350000","535000004820210023","20210706","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 관동동 ***-*","경상남도 김해시 관동로**번길 *, ***호 (관동동)","51005","댕댕포유","20220428180731","I","2022-07-02 17:34:28.0","","364506.778448699","188018.214422917","동물위탁관리업","동물위탁관리업","000","0",
"1294","동물위탁관리업","02_03_10_P","5350000","535000004820210028","20210728","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 삼계동 ****-*","경상남도 김해시 해반천로***번길 **(삼계동)","50901","도그하우스","20220428180731","I","2022-07-02 17:34:28.0","","369947.237917564","197336.660208173","동물위탁관리업","동물위탁관리업","000","0",
"1295","동물위탁관리업","02_03_10_P","5350000","535000004820210034","20210923","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 관동동 ***-*","경상남도 김해시 덕정로*번길 **-**, *층 (관동동)","50997","콩이네살롱","20220428180731","I","2022-07-02 17:34:28.0","","363037.570563851","187848.710388022","동물위탁관리업","동물위탁관리업","000","0",
"1296","동물위탁관리업","02_03_10_P","5350000","535000004820210038","20211020","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 대청동 **-* 다인메디컬센타 ***-*호","경상남도 김해시 번화*로**번길 *, 다인메디컬센타 (대청동)","50988","퍼피가든","20220428180731","I","2022-07-02 17:34:28.0","","363765.12042944","189827.684647315","동물위탁관리업","동물위탁관리업","000","0",
"1297","동물위탁관리업","02_03_10_P","5350000","535000004820210041","20211210","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 관동동 ***-*","경상남도 김해시 덕정로**번길 **, *층 (관동동)","50997","JM애견사업부","20220428180731","I","2022-07-02 17:34:28.0","","363037.35352611","187866.475988518","동물위탁관리업","동물위탁관리업","000","0",
"1298","동물위탁관리업","02_03_10_P","5350000","535000004820220011","20220420","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 관동동 ****-*","경상남도 김해시 율하카페길 ***-**, *층 (관동동)","51014","버블펫쌀롱","20220428180732","I","2022-07-02 17:34:28.0","","365333.99359698","187956.400990644","동물위탁관리업","동물위탁관리업","000","0",
"1299","동물위탁관리업","02_03_10_P","5350000","535000004820220013","20220428","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 진영읍 진영리 ****-*","경상남도 김해시 진영읍 장등로**번길 **, *층","50858","Happy 애견샵","20220428180732","I","2022-07-02 17:34:28.0","","357772.466561432","202809.005217819","동물위탁관리업","동물위탁관리업","000","0",
"1300","동물위탁관리업","02_03_10_P","5350000","535000004820220014","20220509","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 진영읍 본산리 **-*","경상남도 김해시 진영읍 봉하로 ***, *층","50856","카페 푸푸","20220509174901","I","2022-07-02 17:34:28.0","","360850.506559659","202986.690961829","동물위탁관리업","동물위탁관리업","000","0",
"1301","동물위탁관리업","02_03_10_P","5350000","535000004820220015","20220517","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 관동동 ****-*","경상남도 김해시 율하카페길 **-**, *층 (관동동)","51014","반짝반짝내작은개","20220517085656","I","2022-07-02 17:34:28.0","","365205.615345546","187853.90312269","동물위탁관리업","동물위탁관리업","000","0",
"1302","동물위탁관리업","02_03_10_P","5350000","535000004820220016","20220523","","01","영업/정상","0000","정상","","","","","","0","","경상남도 김해시 주촌면 선지리 ***-*","경상남도 김해시 주촌면 선지로**번길 *","50966","뽀숑뽀숑","20220523150928","I","2022-07-02 17:34:28.0","","","","동물위탁관리업","동물위탁관리업","000","0",
"1303","동물위탁관리업","02_03_10_P","5420000","542000004820190001","20190129","","01","영업/정상","0000","정상","","","","","","0","","경상남도 고성군 고성읍 동외리 ***-*","경상남도 고성군 고성읍 동외로 ***","52942","복돌이애견","20220428180929","I","2022-07-02 17:34:28.0","","320980.463918081","164823.167668268","동물위탁관리업","동물위탁관리업","000","0",
"1304","동물위탁관리업","02_03_10_P","5430000","543000004820190002","20190422","","01","영업/정상","0000","정상","","","","","","0","","경상남도 남해군 남해읍 북변리 ***-** 우리과일","경상남도 남해군 남해읍 화전로**번길 *-*, 우리과일","52415","강아지","20220428180931","I","2022-07-02 17:34:28.0","","281715.457219935","149390.27488424","동물위탁관리업","동물위탁관리업","000","0",
"1305","동물위탁관리업","02_03_10_P","5530000","553000004820210011","20210121","","01","영업/정상","0000","정상","","","","","031-8067-7587","0","","경기도 화성시 진안동 ***-* 현재빌딩 ***호","경기도 화성시 병점동로***번길 **, 현재빌딩 ***호 (진안동)","18392","펫블리","20220428180931","I","2022-07-02 17:34:28.0","","203383.505122167","412694.101524305","동물위탁관리업","동물위탁관리업","000","0",
"1306","동물위탁관리업","02_03_10_P","5530000","553000004820210013","20210121","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 영천동 ***-* 테크노리움 ***호","경기도 화성시 동탄순환대로 ***, 테크노리움 ***호 (영천동)","18472","빈이네 멍발소","20220428180931","I","2022-07-02 17:34:28.0","","209581.970667946","411828.226562938","동물위탁관리업","동물위탁관리업","000","0",
"1307","동물위탁관리업","02_03_10_P","5530000","553000004820210015","20210209","","01","영업/정상","0000","정상","","","","","031-374-3362","0","","경기도 화성시 송동 *** 레이크꼬모 지하*층","경기도 화성시 동탄대로 ***, 레이크꼬모 지하*층 (송동, 동탄린스트라우스더레이크)","18497","프랑소와펫 동탄레이크꼬모점","20220428180931","I","2022-07-02 17:34:28.0","","209253.387443815","407725.114639407","동물위탁관리업","동물위탁관리업","000","0",
"1308","동물위탁관리업","02_03_10_P","5530000","553000004820210018","20210209","","01","영업/정상","0000","정상","","","","","031-8043-2646","0","","경기도 화성시 산척동 ***-* 성민리치타워(SMP타워) *층 ***호","경기도 화성시 동탄순환대로 ***, 성민리치타워(SMP타워) *층 ***호 (산척동)","18501","베테랑P&K","20220908131310","U","2022-09-10 02:40:00.0","","210426.980564975","407536.8534743","동물위탁관리업","동물위탁관리업","L00","0",
"1309","동물위탁관리업","02_03_10_P","5530000","553000004820210020","20210310","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 능동 ****-** *층","경기도 화성시 여울로*길 **, *층 (능동)","18422","나래동물의료센터","20220428180931","I","2022-07-02 17:34:28.0","","204885.888440523","412714.333613102","동물위탁관리업","동물위탁관리업","000","0",
"1310","동물위탁관리업","02_03_10_P","5530000","553000004820210023","20210315","","01","영업/정상","0000","정상","","","","","070-4280-6344","0","","경기도 화성시 향남읍 길성리 **","경기도 화성시 향남읍 발안로 ***-**, *층","18624","블루플래닛","20220428180931","I","2022-07-02 17:34:28.0","","197964.00449787","402171.989310479","동물위탁관리업","동물위탁관리업","000","0",
"1311","동물위탁관리업","02_03_10_P","5530000","553000004820210028","20210329","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 남양읍 남양리 ****-*","경기도 화성시 남양읍 역골로 **-**, ***호","18267","뚜뚜랑","20220428180931","I","2022-07-02 17:34:28.0","","184202.376894706","411458.661593073","동물위탁관리업","동물위탁관리업","000","0",
"1312","동물위탁관리업","02_03_10_P","5530000","553000004820210032","20210408","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 능동 ****-* 제이스프라자 ***호","경기도 화성시 동탄지성로 ***, 제이스프라자 ***호 (능동)","18433","어썸멍스쿨","20220428180931","I","2022-07-02 17:34:28.0","","205219.582216232","412029.245131686","동물위탁관리업","동물위탁관리업","000","0",
"1313","동물위탁관리업","02_03_10_P","5530000","553000004820210033","20210414","","01","영업/정상","0000","정상","","","","","031-231-2859","0","","경기도 화성시 안녕동 **-**","경기도 화성시 용주로 **, *층 (안녕동)","18362","애견샵 어린왕자","20220428180931","I","2022-07-02 17:34:28.0","","201013.070020827","411540.166330803","동물위탁관리업","동물위탁관리업","000","0",
"1314","동물위탁관리업","02_03_10_P","5530000","553000004820210036","20210419","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 새솔동 **-*","경기도 화성시 노들길 *-**, 엠폴리스*** ***호, ***호 (새솔동)","18242","행복하개","20220428180931","I","2022-07-02 17:34:28.0","","183920.356849265","419827.905437961","동물위탁관리업","동물위탁관리업","000","0",
"1315","동물위탁관리업","02_03_10_P","5530000","553000004820210038","20210429","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 송산면 삼존리 ***-*","경기도 화성시 송산면 삼존서길**번길 **-**","18549","덕스궁","20220428180931","I","2022-07-02 17:34:28.0","","178152.977693139","413047.262452893","동물위탁관리업","동물위탁관리업","000","0",
"1316","동물위탁관리업","02_03_10_P","5530000","553000004820210043","20210503","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 향남읍 상신리 ****-*","경기도 화성시 향남읍 상신하길로***번길 **-**, 태성빌 ***호","18617","먼치캣(Munchi cat)","20220428180931","I","2022-07-02 17:34:28.0","","190992.871445591","400524.802179354","동물위탁관리업","동물위탁관리업","000","0",
"1317","동물위탁관리업","02_03_10_P","5530000","553000004820210044","20210512","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 반송동 ***-**","경기도 화성시 노작로*길 *-*, *층 (반송동)","18459","비바체","20220428180932","I","2022-07-02 17:34:28.0","","207085.486992673","410428.670395277","동물위탁관리업","동물위탁관리업","000","0",
"1318","동물위탁관리업","02_03_10_P","5530000","553000004820210046","20210513","","01","영업/정상","0000","정상","","","","","031-8043-0278","0","","경기도 화성시 산척동 *** 산척호수프라자 ***호","경기도 화성시 동탄대로*길 *, 산척호수프라자 ***호 (산척동)","18501","몽쥬","20220428180932","I","2022-07-02 17:34:28.0","","209507.236891558","407438.680250299","동물위탁관리업","동물위탁관리업","000","0",
"1319","동물위탁관리업","02_03_10_P","5530000","553000004820210049","20210524","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 반송동 ***-*","경기도 화성시 **용사*길 **, *층 (반송동)","18439","루앤오","20220428180932","I","2022-07-02 17:34:28.0","","205853.41331544","410030.056916123","동물위탁관리업","동물위탁관리업","000","0",
"1320","동물위탁관리업","02_03_10_P","5530000","553000004820210051","20210524","","01","영업/정상","0000","정상","","","","","031-358-5606","0","","경기도 화성시 우정읍 조암리 ***-*","경기도 화성시 우정읍 장안로 **","18566","빛이날개","20220428180932","I","2022-07-02 17:34:28.0","","183912.806955361","398522.186074192","동물위탁관리업","동물위탁관리업","000","0",
"1321","동물위탁관리업","02_03_10_P","5530000","553000004820210054","20210525","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 봉담읍 동화리 ***-*","경기도 화성시 봉담읍 새말안길 **-**","18298","개ZOO아","20220428180932","I","2022-07-02 17:34:28.0","","196472.038095083","413195.277390029","동물위탁관리업","동물위탁관리업","000","0",
"1322","동물위탁관리업","02_03_10_P","5530000","553000004820210060","20210707","","01","영업/정상","0000","정상","","","","","","0","","경기도 화성시 서신면 사곳리 *-*","경기도 화성시 서신면 안벼슬길***번길 ***","18556","휴먼앤독","20220428180932","I","2022-07-02 17:34:28.0","","177075.347241153","406084.337832507","동물위탁관리업","동물위탁관리업","000","0",
"1323","동물위탁관리업","02_03_10_P","5530000","553000004820210063","20210708","","01","영업/정상","0000","정상","","","","","01031581576","0","","경기도 화성시 새솔동 77-3 송산프라자 701호","경기도 화성시 꽃내음1길 19-18, 송산프라자 701호 (새솔동)","18244","꼬몽","20221206113656","U","2022-12-08 02:40:00.0","","183827.469149701","420215.479331034","동물위탁관리업","동물위탁관리업","000","0",
"1324","동물위탁관리업","02_03_10_P","5540000","554000004820180023","20180803","","01","영업/정상","0000","정상","","","","","031-769-0327","0","","경기도 광주시 송정동 ***-**","경기도 광주시 중앙로***번길 *, *층 (송정동)","12739","꾸러기 펫","20220428180900","I","2022-07-02 17:34:28.0","","222752.569688842","436266.011889493","동물위탁관리업","동물위탁관리업","000","0",
"1325","동물위탁관리업","02_03_10_P","5540000","554000004820180026","20180808","","01","영업/정상","0000","정상","","","","","031-711-7875","0","","경기도 광주시 오포읍 신현리 ***-**","경기도 광주시 오포읍 신현로 **-**, *층 *호","12771","꾸미는 강아지","20220428180901","I","2022-07-02 17:34:28.0","","213446.216017105","428698.496884891","동물위탁관리업","동물위탁관리업","000","0",
"1326","동물위탁관리업","02_03_10_P","5540000","554000004820180034","20180905","","01","영업/정상","0000","정상","","","","","031-768-7599","0","","경기도 광주시 송정동 **-**","경기도 광주시 경안천로 *, *층 (송정동)","12741","동현24시동물병원","20220428180901","I","2022-07-02 17:34:28.0","","223021.068538776","434704.470700921","동물위탁관리업","동물위탁관리업","000","0",
"1327","동물위탁관리업","02_03_10_P","5540000","554000004820180036","20180920","","01","영업/정상","0000","정상","","","","","031-762-0329","0","","경기도 광주시 경안동 **-**","경기도 광주시 문화로 **, *층 (경안동)","12761","D&C 그루밍 샵","20220428180901","I","2022-07-02 17:34:28.0","","222325.168880716","434205.667518446","동물위탁관리업","동물위탁관리업","000","0",
"1328","동물위탁관리업","02_03_10_P","5540000","554000004820180037","20180920","","01","영업/정상","0000","정상","","","","","031-8022-7582","0","","경기도 광주시 오포읍 신현리 ***","경기도 광주시 오포읍 신현로 **","12771","서울동물메디컬센터","20220428180901","I","2022-07-02 17:34:28.0","","213825.600535157","428722.637600144","동물위탁관리업","동물위탁관리업","000","0",
"1329","동물위탁관리업","02_03_10_P","5540000","554000004820180041","20181004","","01","영업/정상","0000","정상","","","","","1522-0749","0","","경기도 광주시 퇴촌면 영동리 **-*","경기도 광주시 퇴촌면 구룡동길 *","12712","임현곤 반려견 교육센터","20220428180901","I","2022-07-02 17:34:28.0","","234038.483016712","441792.825616798","동물위탁관리업","동물위탁관리업","000","0",
"1330","동물위탁관리업","02_03_10_P","5540000","554000004820180054","20181204","","01","영업/정상","0000","정상","","","","","0317629824","0","","경기도 광주시 송정동 ***-**","경기도 광주시 광주대로**번길 **-*, *호 (송정동)","12743","그루밍토리","20220428180902","I","2022-07-02 17:34:28.0","","222803.534030822","434889.629323935","동물위탁관리업","동물위탁관리업","000","0",
"1331","동물위탁관리업","02_03_10_P","5540000","554000004820190001","20190102","","01","영업/정상","0000","정상","","","","","031-765-8777","0","","경기도 광주시 중대동 **-*","경기도 광주시 순암로 *** (중대동)","12768","파우파우(PAW PAW)","20220428180902","I","2022-07-02 17:34:28.0","","219426.96048299","433370.310771944","동물위탁관리업","동물위탁관리업","000","0",
"1332","동물위탁관리업","02_03_10_P","5540000","554000004820190005","20190109","","01","영업/정상","0000","정상","","","","","031-766-1475","0","","경기도 광주시 경안동 ***-*","경기도 광주시 경안안길 * (경안동)","12755","그랜드24시동물병원","20220428180902","I","2022-07-02 17:34:28.0","","222227.860488953","434738.68496788","동물위탁관리업","동물위탁관리업","000","0",
"1333","동물위탁관리업","02_03_10_P","5690000","569000004820180018","20180821","","01","영업/정상","0000","정상","","","","","044-867-0099","0","","세종특별자치시 보람동 ***-* 스타힐타워Ⅰ ***호","세종특별자치시 한누리대로 ****, 스타힐타워Ⅰ ***호 (보람동)","30150","퍼피스타일","20220428181224","I","2022-07-02 17:34:28.0","","225838.243592085","330855.578161165","동물위탁관리업","동물위탁관리업","000","0",
"1334","동물위탁관리업","02_03_10_P","5690000","569000004820180023","20180821","","01","영업/정상","0000","정상","","","","","1877-1707","0","","세종특별자치시 연서면 와촌리 ***-*","세종특별자치시 연서면 용연로 ***","30046","레인바우","20220428181224","I","2022-07-02 17:34:28.0","","221726.140349997","339557.260351202","동물위탁관리업","동물위탁관리업","000","0",
"1335","동물위탁관리업","02_03_10_P","5690000","569000004820180025","20180823","","01","영업/정상","0000","정상","","","","","044-867-0977","0","","세종특별자치시 고운동 **** 나림빌딩","세종특별자치시 마음안로 ***, 나림빌딩 *,*층 (고운동)","30062","원독","20220428181224","I","2022-07-02 17:34:28.0","","220851.773523095","335017.011405689","동물위탁관리업","동물위탁관리업","000","0",
"1336","동물위탁관리업","02_03_10_P","5690000","569000004820180027","20180823","","01","영업/정상","0000","정상","","","","","044-865-0046","0","","세종특별자치시 조치원읍 죽림리 ***-*","세종특별자치시 조치원읍 충현로 **","30034","퍼피클럽","20220428181225","I","2022-07-02 17:34:28.0","","226695.462468192","343390.436126142","동물위탁관리업","동물위탁관리업","000","0",
"1337","동물위탁관리업","02_03_10_P","5690000","569000004820180035","20180918","","01","영업/정상","0000","정상","","","","","044-866-9112","0","","세종특별자치시 조치원읍 서창리 **-*","세종특별자치시 조치원읍 충현로 ***","30018","야옹아멍멍해봐","20220428181225","I","2022-07-02 17:34:28.0","","226225.964643941","345329.185438186","동물위탁관리업","동물위탁관리업","000","0",
"1338","동물위탁관리업","02_03_10_P","5690000","569000004820180047","20180918","","01","영업/정상","0000","정상","","","","","044-865-7579","0","","세종특별자치시 소담동 **-* 코끼리타워","세종특별자치시 한누리대로 ****, 코끼리타워 ***호 (소담동)","30151","세종다온동물병원","20220428181225","I","2022-07-02 17:34:28.0","","226798.938789094","331630.096443848","동물위탁관리업","동물위탁관리업","000","0",
"1339","동물위탁관리업","02_03_10_P","5690000","569000004820180051","20181205","","01","영업/정상","0000","정상","","","","","044-865-4831","0","","세종특별자치시 조치원읍 명리 **-**","세종특별자치시 조치원읍 장안로 **","30026","플러피 FLUPPY","20220428181225","I","2022-07-02 17:34:28.0","","226926.727325503","344249.572936583","동물위탁관리업","동물위탁관리업","000","0",
"1340","동물위탁관리업","02_03_10_P","5690000","569000004820190004","20190107","","01","영업/정상","0000","정상","","","","","1877-1707","0","","세종특별자치시 나성동 *** 메가타워*","세종특별자치시 나성북로 *, 메가타워* *층 ***호 (나성동)","30128","레인바우","20220428181225","I","2022-07-02 17:34:28.0","","223034.004083694","332102.412105076","동물위탁관리업","동물위탁관리업","000","0",
"1341","동물위탁관리업","02_03_10_P","5690000","569000004820190007","20190423","","01","영업/정상","0000","정상","","","","","","0","","세종특별자치시 장군면 봉안리 ***-**","세종특별자치시 장군면 월현윗길 **-*","30055","편하개 놀다가냥","20220428181225","I","2022-07-02 17:34:28.0","","220048.600303348","333605.401002561","동물위탁관리업","동물위탁관리업","000","0",
"1342","동물위탁관리업","02_03_10_P","3610000","361000004820220010","20220721","","01","영업/정상","0000","정상","","","","","","0","","광주광역시 남구 행암동 *** ***호, ***호","광주광역시 남구 효우*로**번길 **, 지에스타워 ***호, ***호 (행암동)","61765","참견아카데미","20220721101233","I","2022-07-23 00:22:29.0","","189807.490198364","178217.894295054","동물위탁관리업","동물위탁관리업","000","0",
"1343","동물위탁관리업","02_03_10_P","4680000","468000004820190008","20190424","","01","영업/정상","0000","정상","","","","","063-831-8599","0","","전라북도 익산시 어양동 ***-*","전라북도 익산시 무왕로 ****, 굿독 (어양동)","54563","굿독","20220428181153","I","2022-07-02 17:34:28.0","","198358.955003512","273134.343314918","동물위탁관리업","동물위탁관리업","000","0",
"1344","동물위탁관리업","02_03_10_P","4680000","468000004820190011","20190801","","01","영업/정상","0000","정상","","","","","063-834-9671","0","","전라북도 익산시 덕기동 ***-*","전라북도 익산시 무왕로 **** (덕기동)","54570","마한애견훈련학교","20220428181153","I","2022-07-02 17:34:28.0","","203715.744667901","275513.21867046","동물위탁관리업","동물위탁관리업","000","0",
"1345","동물위탁관리업","02_03_10_P","4680000","468000004820200004","20200804","","01","영업/정상","0000","정상","","","","","","0","","전라북도 익산시 어양동 ***-* 열린스킨케어","전라북도 익산시 동서로**길 ** (어양동)","54639","개편한하우스","20220428181154","I","2022-07-02 17:34:28.0","","198075.171360651","272938.611084942","동물위탁관리업","동물위탁관리업","000","0",
"1346","동물위탁관리업","02_03_10_P","4680000","468000004820210002","20210429","","01","영업/정상","0000","정상","","","","","","0","","전라북도 익산시 신동 **-*","전라북도 익산시 무왕로*길 **-* (신동)","54539","BG독케어센터","20220428181154","I","2022-07-02 17:34:28.0","","196646.150535512","274073.690867857","동물위탁관리업","동물위탁관리업","000","0",
"1347","동물위탁관리업","02_03_10_P","4680000","468000004820210003","20210430","","01","영업/정상","0000","정상","","","","","","0","","전라북도 익산시 창인동*가 **-*","전라북도 익산시 익산대로 *** (창인동*가)","54593","로얄펫","20220428181154","I","2022-07-02 17:34:28.0","","195310.026483755","271461.864065484","동물위탁관리업","동물위탁관리업","000","0",
"1348","동물위탁관리업","02_03_10_P","4680000","468000004820210004","20210506","","01","영업/정상","0000","정상","","","","","","0","","전라북도 익산시 만석동 **-*","전라북도 익산시 현영길 ** (만석동)","54535","개토피아","20220428181154","I","2022-07-02 17:34:28.0","","194187.848673937","273691.22479045","동물위탁관리업","동물위탁관리업","000","0",
"1349","동물위탁관리업","02_03_10_P","4680000","468000004820210007","20210602","","01","영업/정상","0000","정상","","","","","","0","","전라북도 익산시 삼기면 연동리 ***-*","전라북도 익산시 삼기면 진북로 ***-**","54528","익산애견테마파크","20220428181154","I","2022-07-02 17:34:28.0","","200960.491080023","281180.29056802","동물위탁관리업","동물위탁관리업","L00","0",
"1350","동물위탁관리업","02_03_10_P","4680000","468000004820220001","20220104","","01","영업/정상","0000","정상","","","","","063-917-5001","0","","전라북도 익산시 황등면 황등리 ***-**","전라북도 익산시 황등면 황등로 ***, *층","54533","익산원펫","20220428181154","I","2022-07-02 17:34:28.0","","194899.686432216","278040.821151374","동물위탁관리업","동물위탁관리업","000","0",
